STOPPOINTREF,VEHICLEREF,PROGRESSRATE,EXPECTEDDEPARTURETIME,EXPECTEDARRIVALTIME,ORIGINAIMEDDEPARTURETIME,AIMEDARRIVALTIME,RECORDEDATTIME,STOPPOINT,VISITNUMBER,DATAFRAMEREF,STOPPOINTNAME,JOURNEYPATTERNREF,DATEDVEHICLEJOURNEYREF,SITUATIONSIMPLEREF1,SITUATIONSIMPLEREF2,SITUATIONSIMPLEREF3,SITUATIONSIMPLEREF4,SITUATIONSIMPLEREF5,BEARING,OPERATORREF,DESTINATIONNAME,BLOCKREF,LINEREF,DIRECTIONREF,PUBLISHEDLINENAME,DESTINATIONREF,ORIGINREF,VEHICLELOCATIONLONGITUDE,VEHICLELOCATIONLATITUDE,ARRIVALPROXIMITYTEXT,DISTANCEFROMSTOP,NUMBEROFSTOPSAWAY,PROGRESSSTATUS,MONITORED,ESTIMATEDPASSENGERCAPACITY,ESTIMATEDPASSENGERCOUNT,DATE,TS,UUID,INGESTION_TIME,SOURCE_SYSTEM,PROCESSING_STATUS
MTA_200377,MTA NYCT_2557,normalProgress,2025-08-07T18:13:20.461-04:00,2025-08-07T18:13:20.461-04:00,,2025-08-07T18:18:27.516-04:00,2025-08-07T18:11:30.000-04:00,,1,2025-08-07,RICHMOND AV/ELTINGVILLE BLVD,MTA_SIM10148,MTA NYCT_YU_C5-Weekday-SDon-102400_SIM1_555,MTA NYCT_lmm:alert:456944,,,,,132.841522217,MTA NYCT,ELTNGVLLE TRANS  CTR via HYLAN via RICH,MTA NYCT_YU_C5-Weekday-SDon_E_YU_57840_SIM1-555,MTA NYCT_SIM1,1,SIM1,MTA_905046,MTA_403311,-74.160804749,40.539653778,< 1 stop away,617,0,,true,65,3,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.102,95ca3f07-353a-47c5-ad90-ae3519a5d697,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_203696,MTA NYCT_2556,normalProgress,2025-08-07T18:12:28.811-04:00,2025-08-07T18:12:28.811-04:00,,2025-08-07T18:25:21.513-04:00,2025-08-07T18:11:18.652-04:00,,1,2025-08-07,HYLAN BLVD/CODDINGTON AV,MTA_SIM60144,MTA NYCT_YU_C5-Weekday-SDon-102500_SIM6_660,MTA NYCT_lmm:planned_work:21840,,,,,224.274780273,MTA NYCT,ELTVLLE TRANS CTR via F CAP BL via GFRDS,MTA NYCT_YU_C5-Weekday-SDon_E_YU_59400_SIM6-660,MTA NYCT_SIM6,1,SIM6,MTA_905046,MTA_905219,-74.106369019,40.573932648,< 1 stop away,530,0,,true,65,25,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.101,891781fe-78cd-4f4f-81ae-02a1b96f8af2,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_402130,MTA NYCT_2555,normalProgress,2025-08-07T18:14:27.984-04:00,2025-08-07T18:14:27.984-04:00,,2025-08-07T18:13:00.510-04:00,2025-08-07T18:11:42.000-04:00,,1,2025-08-07,E 23 ST/BROADWAY,MTA_SIM100094,MTA NYCT_YU_C5-Weekday-SDon-107000_SIM10_592,,,,,,234.027618408,MTA NYCT,ELTINGVILLE TRANS CTR via HYLAN via RICH,MTA NYCT_YU_C5-Weekday-SDon_E_YU_54720_SIM10-592,MTA NYCT_SIM10,1,SIM10,MTA_905046,MTA_404923,-73.987159729,40.744861603,< 1 stop away,467,0,,true,65,25,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.101,e4f518ce-7d5c-446d-91de-ef16b7f564e4,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_100631,MTA NYCT_1232,normalProgress,2025-08-07T18:12:33.422-04:00,2025-08-07T18:12:33.422-04:00,,2025-08-07T18:13:06.505-04:00,2025-08-07T18:11:17.000-04:00,,1,2025-08-07,EAST KINGSBRIDGE RD/GRAND CONCOURSE,MTA_BX220013,MTA NYCT_GH_C5-Weekday-SDon-107900_BX22_424,,,,,,335.772247314,MTA NYCT,CASTLE HILL ZEREGA AV,MTA NYCT_GH_C5-Weekday-SDon_E_GH_49800_BX22-428,MTA NYCT_BX22,1,Bx22,MTA_104372,MTA_100723,-73.896499634,40.867092133,< 1 stop away,238,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.101,82fd60cb-6dac-4599-b635-cf6c2324d614,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_250059,MTA NYCT_2563,normalProgress,2025-08-07T18:34:38.797-04:00,2025-08-07T18:34:38.797-04:00,,2025-08-07T18:28:28.501-04:00,2025-08-07T18:11:35.000-04:00,,1,2025-08-07,WEST SHORE EXPWY/VICTORY BLVD,MTA_SIM250077,MTA NYCT_CH_C5-Weekday-SDon-102800_SIM25_343,MTA NYCT_lmm:planned_work:9602,,,,,205.796020508,MTA NYCT,TOTTENVILLE via ROSSVILLE AV via FOSTER,MTA NYCT_CH_C5-Weekday-SDon_E_CH_56580_SIM25-343,MTA NYCT_SIM25,1,SIM25,MTA_203483,MTA_405011,-74.146278381,40.711727142,11.1 miles away,17906,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.100,7b3d23d6-bbda-4d49-ba12-d4caa6096c64,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_102373,MTA NYCT_1222,normalProgress,2025-08-07T18:13:10.775-04:00,2025-08-07T18:13:10.775-04:00,,2025-08-07T18:13:41.498-04:00,2025-08-07T18:11:42.000-04:00,,1,2025-08-07,E 180 ST/CROTONA AV,MTA_BX420064,MTA NYCT_GH_C5-Weekday-SDon-106500_BX44A_716,,,,,,333.402252197,MTA NYCT,THROGS HARDING AV via 180-BU via E TRMNT,MTA NYCT_GH_C5-Weekday-SDon_E_GH_16860_BX402-7,MTA NYCT_BX42,0,Bx42,MTA_104299,MTA_104011,-73.890533447,40.848957062,< 1 stop away,207,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.100,4fbdf3fb-4927-4f43-96e7-62aa4ae95b94,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_103228,MTA NYCT_1223,normalProgress,2025-08-07T18:12:13.270-04:00,2025-08-07T18:12:13.270-04:00,,2025-08-07T18:05:52.493-04:00,2025-08-07T18:11:28.000-04:00,,1,2025-08-07,EAST TREMONT AV/SAMPSON AV,MTA_BX420064,MTA NYCT_GH_C5-Weekday-SDon-101300_BX402_48,,,,,,336.370635986,MTA NYCT,THROGS HARDING AV via 180-BU via E TRMNT,,MTA NYCT_BX42,0,Bx42,MTA_104299,MTA_104011,-73.81917572,40.821979523,< 1 stop away,181,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.100,8cb2cf35-0571-47d8-a889-d235b833db83,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_404222,MTA NYCT_2561,normalProgress,2025-08-07T18:12:05.358-04:00,2025-08-07T18:12:05.358-04:00,,2025-08-07T18:02:04.488-04:00,2025-08-07T18:11:42.000-04:00,,1,2025-08-07,BROADWAY/EXCHANGE ALLEY,MTA_SIM20137,MTA NYCT_CH_C5-Weekday-SDon-107500_SIM2_265,,,,,,231.095855713,MTA NYCT,TOTTENVILLE via HUGUENOT AV via HYLAN BL,MTA NYCT_CH_C5-Weekday-SDon_E_CH_60600_SIM2-265,MTA NYCT_SIM2,1,SIM2,MTA_203483,MTA_404243,-74.012069702,40.707305908,approaching,98,0,,true,65,13,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.099,4b81c6c6-671c-40c1-bd10-1653343cb3f9,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_203345,MTA NYCT_2527,normalProgress,2025-08-07T18:42:01.297-04:00,2025-08-07T18:42:01.297-04:00,,2025-08-07T18:43:00.466-04:00,2025-08-07T18:11:35.281-04:00,,1,2025-08-07,NARROWS RD NORTH/FINGERBOARD RD,MTA_SIM110065,MTA NYCT_YU_C5-Weekday-SDon-107000_SIM11_606,MTA NYCT_lmm:planned_work:21840,,,,,337.31942749,MTA NYCT,NEW DORP via HYLAN BL,MTA NYCT_YU_C5-Weekday-SDon_E_YU_51900_SIM11-606,MTA NYCT_SIM11,1,SIM11,MTA_805013,MTA_905219,-73.975662231,40.735679626,14.2 miles away,22816,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.099,7a0dcf2f-8b2e-4664-a53f-762531cd6dd9,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_203694,MTA NYCT_2522,normalProgress,,,,2025-08-07T18:15:37.461-04:00,2025-08-07T18:11:16.000-04:00,,1,2025-08-07,NARROWS RD NORTH/SAINT JOHNS AV,MTA_SIM150098,MTA NYCT_YU_C5-Weekday-SDon-105000_SIM15_621,MTA NYCT_lmm:alert:456983,MTA NYCT_lmm:planned_work:9431,MTA NYCT_lmm:planned_work:23569,,,166.827453613,MTA NYCT,ELTINGVILLE TRANSIT CENTER via RICHMOND,MTA NYCT_YU_C5-Weekday-SDon_E_YU_51000_SIM15-621,MTA NYCT_SIM15,1,SIM15,MTA_905046,MTA_400070,-74.074607849,40.606437683,approaching,89,0,,true,65,25,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.099,b7cf0878-2245-45e5-acc2-ba34f9e04b8c,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_203345,MTA NYCT_2530,normalProgress,2025-08-07T18:28:57.910-04:00,2025-08-07T18:28:57.910-04:00,,2025-08-07T18:33:00.453-04:00,2025-08-07T18:11:29.000-04:00,,1,2025-08-07,NARROWS RD NORTH/FINGERBOARD RD,MTA_SIM110065,MTA NYCT_YU_C5-Weekday-SDon-105500_SIM11_607,MTA NYCT_lmm:planned_work:21840,,,,,309.42779541,MTA NYCT,NEW DORP via HYLAN BL,MTA NYCT_YU_C5-Weekday-SDon_E_YU_58500_SIM11-607,MTA NYCT_SIM11,1,SIM11,MTA_805013,MTA_905219,-74.005134583,40.68094635,7.9 miles away,12693,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.099,d10f94ce-3350-4b3b-bb73-7e7e94df76d9,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_905199,MTA NYCT_2537,normalProgress,2025-08-07T18:12:17.014-04:00,2025-08-07T18:12:17.014-04:00,,2025-08-07T17:48:55.449-04:00,2025-08-07T18:11:22.000-04:00,,1,2025-08-07,HUGUENOT AV/WOODROW RD,MTA_SIM240055,MTA NYCT_CH_C5-Weekday-SDon-100500_SIM24_334,,,,,,297.07208252,MTA NYCT,PRINCES BAY via HUGUENOT AV,MTA NYCT_CH_C5-Weekday-SDon_E_CH_55200_SIM24-334,MTA NYCT_SIM24,1,SIM24,MTA_201182,MTA_450119,-74.199256897,40.546985626,< 1 stop away,458,0,,true,65,20,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.099,c4209e89-00aa-432a-a3a3-60f6947cec79,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_401802,MTA NYCT_2534,normalProgress,2025-08-07T18:12:02.880-04:00,2025-08-07T18:12:02.880-04:00,,2025-08-07T17:50:12.445-04:00,2025-08-07T18:11:34.000-04:00,,1,2025-08-07,WATER ST/HANOVER SQ,MTA_SIM50095,MTA NYCT_YU_C5-Weekday-SDon-106500_MISC_740,MTA NYCT_lmm:planned_work:9431,MTA NYCT_lmm:planned_work:23569,,,,214.077194214,MTA NYCT,ELTVLLE TRANS CTR via F CAP BL via GFRDS,MTA NYCT_YU_C5-Weekday-SDon_E_YU_61200_MISC-740,MTA NYCT_SIM5,1,SIM5,MTA_905046,MTA_401797,-74.008453369,40.704433441,approaching,101,0,,true,65,3,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.099,75b7599e-ae8b-4c69-95c5-25e782b37683,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_402132,MTA NYCT_2540,normalProgress,2025-08-07T18:11:59.698-04:00,2025-08-07T18:11:59.698-04:00,,2025-08-07T18:08:08.439-04:00,2025-08-07T18:11:28.000-04:00,,1,2025-08-07,E 23 ST/PARK AV SOUTH,MTA_SIM310074,MTA NYCT_CH_C5-Weekday-SDon-106500_SIM31_375,MTA NYCT_lmm:planned_work:9602,,,,,337.306213379,MTA NYCT,ELTINGVILLE TRANS CTR via FOREST HILL RD,,MTA NYCT_SIM31,1,SIM31,MTA_905046,MTA_405011,-73.987060547,40.740470886,approaching,108,0,,true,65,13,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.098,739de4f0-538a-4dcb-be2c-6bd73ee83fbf,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_100616,MTA NYCT_1206,normalProgress,2025-08-07T18:11:49.787-04:00,2025-08-07T18:11:49.787-04:00,,2025-08-07T18:15:00.436-04:00,2025-08-07T18:11:18.000-04:00,,1,2025-08-07,BROADWAY/W 242 ST,MTA_BX090027,MTA NYCT_KB_C5-Weekday-SDon-108700_BX9_629,,,,,,241.313858032,MTA NYCT,BWAY-225 ST,MTA NYCT_KB_C5-Weekday-SDon_E_KB_22200_BX9-618,MTA NYCT_BX9,1,Bx9,MTA_100624,MTA_100608,-73.897033691,40.892150879,< 1 stop away,258,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.098,9adc3338-2180-4a24-b291-eeb92644daa9,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_103772,MTA NYCT_6098,normalProgress,2025-08-07T18:13:00.888-04:00,2025-08-07T18:13:00.888-04:00,,2025-08-07T18:05:00.398-04:00,2025-08-07T18:11:33.000-04:00,,1,2025-08-07,BERGEN AV/WESTCHESTER AV,MTA_M1250049,MTA NYCT_OF_C5-Weekday-SDon-104800_M125_513,,,,,,28.442928314,MTA NYCT,THE HUB 3 AV/149 ST via 125 ST,MTA NYCT_OF_C5-Weekday-SDon_E_OF_24780_M125-510,MTA NYCT_M125,0,M125,MTA_103772,MTA_404362,-73.917579651,40.815231323,< 1 stop away,182,0,,true,80,6,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.096,22fa99e7-6295-4295-bd75-461a2dc88241,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_401727,MTA NYCT_6097,normalProgress,2025-08-07T18:14:18.511-04:00,2025-08-07T18:14:18.511-04:00,,2025-08-07T18:16:35.391-04:00,2025-08-07T18:11:39.000-04:00,,1,2025-08-07,1 AV/E 116 ST,MTA_SBS150178,MTA NYCT_OF_C5-Weekday-SDon-103800_SBS15_461,,,,,,55.840305328,MTA NYCT,SELECT BUS SERVICE 125 ST via 1 AV,MTA NYCT_OF_C5-Weekday-SDon_E_OF_25380_SBS15-435,MTA NYCT_M15+,0,M15-SBS,MTA_803054,MTA_405382,-73.939674377,40.790157318,< 1 stop away,784,0,,true,80,34,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.096,fccef6f9-fe7f-4db0-9ffc-2be00e7895cb,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_403671,MTA NYCT_6093,normalProgress,2025-08-07T18:11:58.600-04:00,2025-08-07T18:11:58.600-04:00,,2025-08-07T18:03:19.384-04:00,2025-08-07T18:11:21.000-04:00,,1,2025-08-07,E 125 ST/LEXINGTON AV,MTA_M1250049,MTA NYCT_OF_C5-Weekday-SDon-106400_M125_526,,,,,,337.544189453,MTA NYCT,THE HUB 3 AV/149 ST via 125 ST,MTA NYCT_OF_C5-Weekday-SDon_E_OF_56520_M125-526,MTA NYCT_M125,0,M125,MTA_103772,MTA_404362,-73.938438416,40.804798126,approaching,134,0,,true,80,52,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.095,bfb2e704-a84c-4632-8f7f-9e8a3b2a6360,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_203528,MTA NYCT_8700,normalProgress,2025-08-07T18:12:03.839-04:00,2025-08-07T18:12:03.839-04:00,,2025-08-07T18:10:08.329-04:00,2025-08-07T18:11:45.000-04:00,,1,2025-08-07,BLOOMINGDALE RD/OPP KRAMER AV,MTA_S550041,MTA NYCT_CH_C5-Weekday-SDon-108800_MISC_188,,,,,,292.15335083,MTA NYCT,STATEN ISLAND MALL,MTA NYCT_CH_C5-Weekday-SDon_E_CH_55500_MISC-188,MTA NYCT_S55,0,S55,MTA_905162,MTA_805143,-74.218582153,40.543319702,approaching,148,0,,true,80,4,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.092,f9382a70-67e9-4e1e-8126-05a8f3409a01,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_103413,MTA NYCT_1282,normalProgress,2025-08-07T18:12:07.557-04:00,2025-08-07T18:12:07.557-04:00,,2025-08-07T17:52:30.325-04:00,2025-08-07T18:11:30.000-04:00,,1,2025-08-07,BRUCKNER BLVD/HUNTINGTON AV,MTA_BX050022,MTA NYCT_GH_C5-Weekday-SDon-104000_BX5_122,MTA NYCT_lmm:planned_work:16708,,,,,23.198591232,MTA NYCT,PELHAM BAY via STORY AV via BRUCKNER BL,MTA NYCT_GH_C5-Weekday-SDon_E_GH_52860_BX5-122,MTA NYCT_BX5,0,Bx5,MTA_802158,MTA_100273,-73.835220337,40.828788757,< 1 stop away,255,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.092,1139ea5f-7945-4f88-b5cb-fa71d8ed6561,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_104312,MTA NYCT_1283,normalProgress,2025-08-07T18:12:15.005-04:00,2025-08-07T18:12:15.005-04:00,,2025-08-07T18:12:00.322-04:00,2025-08-07T18:11:39.000-04:00,,1,2025-08-07,WESTCHESTER AV/BRYANT AV,MTA_BX04A0439,MTA NYCT_GH_C5-Weekday-SDon-109000_BX44A_727,,,,,,26.095424652,MTA NYCT,WESTCHESTER AV via METROPOLITAN OVAL,MTA NYCT_GH_C5-Weekday-SDon_E_GH_24840_BX402-25,MTA NYCT_BX4A,0,Bx4A,MTA_802060,MTA_103495,-73.890800476,40.82522583,< 1 stop away,213,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.092,850f8c62-9765-4854-8848-54c765bd60ab,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_102439,MTA NYCT_1284,normalProgress,,,,2025-08-07T18:13:32.317-04:00,2025-08-07T18:11:20.000-04:00,,1,2025-08-07,E 180 ST/ARTHUR AV,MTA_BX400147,MTA NYCT_GH_C5-Weekday-SDon-104200_BX402_36,,,,,,153.434951782,MTA NYCT,RIVER PK TWR via E TRMNT AV via 180-BURN,MTA NYCT_GH_C5-Weekday-SDon_E_GH_17940_BX402-9,MTA NYCT_BX40,1,Bx40,MTA_104009,MTA_102632,-73.891349792,40.849365234,approaching,56,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.092,400569c1-8759-4682-ac8a-1877af63cf63,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_301008,MTA NYCT_481,normalProgress,2025-08-07T18:11:47.252-04:00,2025-08-07T18:11:47.252-04:00,,2025-08-07T18:03:15.175-04:00,2025-08-07T18:11:31.000-04:00,,1,2025-08-07,60 ST/8 AV,MTA_B90063,MTA NYCT_JG_C5-Weekday-SDon-102500_B9_225,,,,,,148.643600464,MTA NYCT,BAY RIDGE SHRE RD via AVENUE M via 60 ST,MTA NYCT_JG_C5-Weekday-SDon_E_JG_24060_B9-214,MTA NYCT_B9,1,B9,MTA_901297,MTA_300969,-74.009422302,40.635414124,approaching,51,0,,true,80,31,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.092,bfdb5cd2-418b-40aa-8923-e9c345b87142,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_904021,MTA NYCT_7437,normalProgress,2025-08-07T18:13:47.236-04:00,2025-08-07T18:13:47.236-04:00,,2025-08-07T18:11:00.166-04:00,2025-08-07T18:11:34.000-04:00,,1,2025-08-07,TOTTEN AV/CROSS ISLAND PKWY,MTA_Q130099,MTA NYCT_CS_C5-Weekday-SDon-105000_MISC_729,,,,,,73.178588867,MTA NYCT,RUSH FORT TOTTEN via BELL BL,MTA NYCT_CS_C5-Weekday-SDon_E_CS_24300_MISC-668,MTA NYCT_Q13,0,Q13,MTA_904021,MTA_503096,-73.781799316,40.790309906,approaching,140,0,,true,80,1,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.091,339697e4-98d1-446e-9607-4c710f97d6cc,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_700714,MTA NYCT_8778,normalProgress,2025-08-07T18:11:51.773-04:00,2025-08-07T18:11:51.773-04:00,,2025-08-07T17:44:32.143-04:00,2025-08-07T18:11:17.601-04:00,,1,2025-08-07,COLLEGE POINT BLVD/FOWLER AV,MTA_Q580612,MTA NYCT_CS_C5-Weekday-SDon-106200_Q58_419,,,,,,291.342010498,MTA NYCT,RIDGEWOOD TERMINAL via CORONA AV,MTA NYCT_CS_C5-Weekday-SDon_E_CS_25800_Q58-425,MTA NYCT_Q58,1,Q58,MTA_804230,MTA_701047,-73.832336426,40.75214386,at stop,16,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.090,77107872-8c7b-4974-8d2c-91aae33d34da,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_503096,MTA NYCT_8777,normalProgress,2025-08-07T18:11:46.905-04:00,2025-08-07T18:11:46.905-04:00,,2025-08-07T18:03:00.139-04:00,2025-08-07T18:11:29.120-04:00,,1,2025-08-07,ROOSEVELT AV/MAIN ST,MTA_Q150218,MTA NYCT_CS_C5-Weekday-SDon-103900_Q15_153,,,,,,13.749049187,MTA NYCT,FLUSHING via 150 ST,MTA NYCT_CS_C5-Weekday-SDon_E_CS_53580_Q15-153,MTA NYCT_Q15,1,Q15,MTA_505185,MTA_501184,-73.829277039,40.759780884,at stop,27,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.090,0bfd328d-c0af-4db9-a868-340621565c5b,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_901279,MTA NYCT_6114,noProgress,2025-08-07T18:12:00.389-04:00,2025-08-07T18:12:00.389-04:00,2025-08-07T18:10:00.000-04:00,2025-08-07T17:56:00.136-04:00,2025-08-07T18:11:23.736-04:00,,1,2025-08-07,SHORE PKWY/KNAPP ST,MTA_SB440085,MTA NYCT_FB_C5-Weekday-SDon-100900_SB44_633,MTA NYCT_lmm:alert:456877,,,,,343.072479248,MTA NYCT,SBS SHEEPSHEAD BAY KNAPP ST via NOSTRAND,MTA NYCT_FB_C5-Weekday-SDon_E_FB_45600_SB44-624,MTA NYCT_B44+,1,B44-SBS,MTA_901279,MTA_307915,-73.931900024,40.585605621,approaching,39,0,layover,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.089,7be82923-1e60-499e-9b48-325a4da1f152,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_305446,MTA NYCT_487,normalProgress,2025-08-07T18:12:24.400-04:00,2025-08-07T18:12:24.400-04:00,,2025-08-07T17:55:11.132-04:00,2025-08-07T18:11:25.000-04:00,,1,2025-08-07,5 AV/56 ST,MTA_B630027,MTA NYCT_JG_C5-Weekday-SDon-101600_B63_679,,,,,,224.510299683,MTA NYCT,BAY RIDGE SHORE RD via 5 AV,MTA NYCT_JG_C5-Weekday-SDon_E_JG_41940_B63-674,MTA NYCT_B63,1,B63,MTA_801042,MTA_901601,-74.012985229,40.64250946,approaching,142,0,,true,80,31,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.089,4ba3d99f-4882-4919-ad7b-382e9aa32ee0,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_303422,MTA NYCT_6112,normalProgress,2025-08-07T18:14:15.865-04:00,2025-08-07T18:14:15.865-04:00,,2025-08-07T18:00:00.128-04:00,2025-08-07T18:11:31.000-04:00,,1,2025-08-07,BEDFORD AV/FLUSHING AV,MTA_SB440100,MTA NYCT_FB_C5-Weekday-SDon-103400_SB44_622,MTA NYCT_lmm:alert:456877,,,,,101.725112915,MTA NYCT,SBS FLUSHING AV via NOSTRAND via ROGERS,MTA NYCT_FB_C5-Weekday-SDon_E_FB_47040_SB44-625,MTA NYCT_B44+,0,B44-SBS,MTA_303422,MTA_303440,-73.956092834,40.694404602,< 1 stop away,502,0,,true,80,9,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.089,3084d40f-771f-46c8-804a-c24971573555,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_701075,MTA NYCT_8771,normalProgress,2025-08-07T18:13:50.999-04:00,2025-08-07T18:13:50.999-04:00,,2025-08-07T18:07:44.125-04:00,2025-08-07T18:11:39.861-04:00,,1,2025-08-07,ROOSEVELT AV/MAIN ST,MTA_Q610027,MTA NYCT_CS_C5-Weekday-SDon-108600_MISC_726,,,,,,296.565063477,MTA NYCT,LIMITED BEECHHURST,MTA NYCT_CS_C5-Weekday-SDon_E_CS_18240_MISC-626,MTA NYCT_Q61,0,Q61,MTA_804030,MTA_504476,-73.82661438,40.760578156,< 1 stop away,322,0,,true,80,5,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.088,3219adb3-cd4b-42f1-9852-5c83cb15bee8,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_300844,MTA NYCT_488,normalProgress,,,,2025-08-07T18:05:00.120-04:00,2025-08-07T18:11:25.000-04:00,,1,2025-08-07,AVENUE D/KINGS HWY,MTA_B80035,MTA NYCT_JG_C5-Weekday-SDon-100700_B8_135,MTA NYCT_lmm:planned_work:17935,,,,,3.215483904,MTA NYCT,BROWNSVILLE ROCKAWAY AV,MTA NYCT_JG_C5-Weekday-SDon_E_JG_51180_B8-143,MTA NYCT_B8,0,B8,MTA_901029,MTA_307313,-73.925689697,40.642353058,at stop,0,0,,true,80,12,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.088,da8990fb-f4ab-437b-86d9-8fc65c176afc,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
MTA_502769,MTA NYCT_8774,normalProgress,2025-08-07T18:13:39.311-04:00,2025-08-07T18:13:39.311-04:00,,2025-08-07T18:00:00.116-04:00,2025-08-07T18:11:42.026-04:00,,1,2025-08-07,FRANCIS LEWIS BLVD/HILLSIDE AV,MTA_Q760165,MTA NYCT_CS_C5-Weekday-SDon-103300_Q76_506,,,,,,331.927520752,MTA NYCT,JAMAICA 168 ST TERM via FRANCIS LEWIS,MTA NYCT_CS_C5-Weekday-SDon_E_CS_51540_Q76-506,MTA NYCT_Q76,1,Q76,MTA_700815,MTA_505021,-73.761787415,40.723060608,< 1 stop away,285,0,,true,80,19,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:27.088,faf46c7e-ced0-4599-be88-b2ad722ceddd,2025-08-07 22:46:28.661,MTA_REALTIME,PROCESSED
