STOPPOINTREF,VEHICLEREF,PROGRESSRATE,EXPECTEDDEPARTURETIME,EXPECTEDARRIVALTIME,ORIGINAIMEDDEPARTURETIME,AIMEDARRIVALTIME,RECORDEDATTIME,STOPPOINT,VISITNUMBER,DATAFRAMEREF,STOPPOINTNAME,JOURNEYPATTERNREF,DATEDVEHICLEJOURNEYREF,SITUATIONSIMPLEREF1,SITUATIONSIMPLEREF2,SITUATIONSIMPLEREF3,SITUATIONSIMPLEREF4,SITUATIONSIMPLEREF5,BEARING,OPERATORREF,DESTINATIONNAME,BLOCKREF,LINEREF,DIRECTIONREF,PUBLISHEDLINENAME,DESTINATIONREF,ORIGINREF,VEHICLELOCATIONLONGITUDE,VEHICLELOCATIONLATITUDE,ARRIVALPROXIMITYTEXT,DISTANCEFROMSTOP,NUMBEROFSTOPSAWAY,PROGRESSSTATUS,MONITORED,ESTIMATEDPASSENGERCAPACITY,ESTIMATEDPASSENGERCOUNT,DATE,TS,UUID,INGESTION_TIME,SOURCE_SYSTEM,PROCESSING_STATUS
MTA_551627,MTABC_9350,normalProgress,2025-08-07T18:12:42.069-04:00,2025-08-07T18:12:42.069-04:00,,2025-08-07T18:05:06.519-04:00,2025-08-07T18:11:26.469-04:00,,1,2025-08-07,QUEENS BLVD/63 ST,MTA_Q600280,MTABC_43208030-JKPC5-JK_C5-Weekday-03-SDon,MTABC_lmm:planned_work:26464,,,,,173.357498169,MTABC,EAST MIDTOWN 2 AV via QUEENS BL,MTABC_JKPC5-JK_C5-Weekday-03-SDon_7894973,MTABC_Q60,1,Q60,MTA_981016,MTA_551688,-73.899909973,40.74118042,< 1 stop away,238,0,,true,80,25,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.097,b78ffeb1-311b-4bf2-a8dc-e05b985a8f39,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_103395,MTABC_9362,normalProgress,2025-08-07T18:12:44.225-04:00,2025-08-07T18:12:44.225-04:00,,2025-08-07T18:09:00.494-04:00,2025-08-07T18:11:22.149-04:00,,1,2025-08-07,HUTCHINSON RIVER PKWY EAST/LAFAYETTE AV,MTA_Q500147,MTABC_43136457-ECPC5-EC_C5-Weekday-03,,,,,,348.769165039,MTABC,LIMITED FLUSHING,MTABC_ECPC5-EC_C5-Weekday-03_7885402,MTABC_Q50,1,Q50,MTA_505227,MTA_101734,-73.838111877,40.827861786,< 1 stop away,356,0,,true,80,30,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.096,6a1aa652-6b69-445b-b392-11834caa0f12,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_103674,MTABC_9368,normalProgress,2025-08-07T18:11:50.779-04:00,2025-08-07T18:11:50.779-04:00,,2025-08-07T18:11:00.481-04:00,2025-08-07T18:11:30.371-04:00,,1,2025-08-07,DREISER LOOP/DEFOE PL,MTA_BX230096,MTABC_43136388-ECPC5-EC_C5-Weekday-03,,,,,,239.65057373,MTABC,CO-OP CITY LOOP via SECTIONS 1-2-3-4-5,MTABC_ECPC5-EC_C5-Weekday-03_7885389,MTABC_BX23,0,Bx23,MTA_984066,MTA_150139,-73.829978943,40.876472473,approaching,90,0,,true,80,13,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.096,7d3261bf-3376-4734-945a-84e1c2220594,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_103413,MTABC_1400,normalProgress,2025-08-07T18:17:58.470-04:00,2025-08-07T18:17:58.470-04:00,,2025-08-07T17:54:08.474-04:00,2025-08-07T18:11:17.000-04:00,,1,2025-08-07,BRUCKNER BLVD/HUNTINGTON AV,MTA_BXM80191,MTABC_43136620-ECPC5-EC_C5-Weekday-03,,,,,,7.607629299,MTABC,PELHAM BAY WESTCHESTER AVE via BRUCKNER BL,MTABC_ECPC5-EC_C5-Weekday-03_7885333,MTABC_BXM8,0,BxM8,MTA_103945,MTA_981013,-73.846328735,40.827415466,0.8 miles away,1237,0,,true,65,16,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.095,ea3af370-d949-4f5e-a7d9-ec18f9ea6a0c,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_552992,MTABC_6261,normalProgress,2025-08-07T18:12:29.623-04:00,2025-08-07T18:12:29.623-04:00,,2025-08-07T18:07:35.466-04:00,2025-08-07T18:11:27.000-04:00,,1,2025-08-07,CROSS BAY BLVD/157 AV,MTA_SBS530058,MTABC_43129427-LGPC5-LG_C5-Weekday-03,MTABC_lmm:planned_work:16452,,,,,282.305206299,MTABC,+SELECT BUS ROCKAWAY PK B. 116 ST via WOODHAVEN BL via CROSS BAY BL,MTABC_LGPC5-LG_C5-Weekday-03_7884323,MTABC_Q53+,1,Q53-SBS,MTA_551609,MTA_553332,-73.841278076,40.664451599,< 1 stop away,250,0,,true,80,18,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.093,358135e9-3173-49e2-886c-0619a2afa783,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_553378,MTABC_6265,normalProgress,2025-08-07T18:15:22.988-04:00,2025-08-07T18:15:22.988-04:00,,2025-08-07T18:07:06.459-04:00,2025-08-07T18:11:42.000-04:00,,1,2025-08-07,WOODHAVEN BLVD/POLO PL,MTA_SBS530049,MTABC_43129459-LGPC5-LG_C5-Weekday-03,MTABC_lmm:planned_work:16452,,,,,144.46232605,MTABC,+SELECT BUS WOODSIDE 61 ST STA via CROSS BAY BLVD via WOODHAVEN BLVD,MTABC_LGPC5-LG_C5-Weekday-03_7884328,MTABC_Q53+,0,Q53-SBS,MTA_982075,MTA_551609,-73.855903625,40.704071045,0.6 miles away,1040,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.093,98845044-34a6-4f73-a06d-042e53b08593,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_503478,MTABC_6263,normalProgress,2025-08-07T18:12:03.610-04:00,2025-08-07T18:12:03.610-04:00,,2025-08-07T18:09:37.452-04:00,2025-08-07T18:11:23.000-04:00,,1,2025-08-07,BROADWAY/JUSTICE AV,MTA_SBS530049,MTABC_43129534-LGPC5-LG_C5-Weekday-03,MTABC_lmm:planned_work:16452,,,,,150.387130737,MTABC,+SELECT BUS WOODSIDE 61 ST STA via CROSS BAY BLVD via WOODHAVEN BLVD,MTABC_LGPC5-LG_C5-Weekday-03_7884340,MTABC_Q53+,0,Q53-SBS,MTA_982075,MTA_551609,-73.87752533,40.736968994,approaching,99,0,,true,80,34,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.092,bb771857-471f-486b-8fb3-ffc45d0b26f5,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_982205,MTABC_6275,noProgress,2025-08-07T18:11:46.905-04:00,2025-08-07T18:11:46.905-04:00,2025-08-07T18:21:00.000-04:00,2025-08-07T18:03:00.443-04:00,2025-08-07T18:11:42.000-04:00,,1,2025-08-07,WOODSIDE AV/61 ST,MTA_SBS700049,MTABC_43130913-LGPC5-LG_C5-Weekday-03,MTABC_lmm:planned_work:22052,,,,,165.333267212,MTABC,LAGUARDIA LINK +SELECT BUS TERMINALS C & B,MTABC_LGPC5-LG_C5-Weekday-03_7884619,MTABC_Q70+,0,Q70-SBS,MTA_982205,MTA_553456,-73.903266907,40.744838715,at stop,6,0,layover,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.092,6868318a-6015-474a-9794-038249b0c306,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_551204,MTABC_9329,normalProgress,2025-08-07T18:12:21.187-04:00,2025-08-07T18:12:21.187-04:00,,2025-08-07T17:54:26.340-04:00,2025-08-07T18:11:17.112-04:00,,1,2025-08-07,111 ST/109 AV,MTA_Q370223,MTABC_43207466-JKPC5-JK_C5-Weekday-03-SDon,,,,,,295.570098877,MTABC,SOUTH OZONE PARK 135 AV via 111 ST BYPASS AQUEDUCT,MTABC_JKPC5-JK_C5-Weekday-03-SDon_7894960,MTABC_Q37,1,Q37,MTA_982193,MTA_551231,-73.829925537,40.682315826,< 1 stop away,251,0,,true,80,17,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.091,b3ef6122-6c71-4a83-a475-95e18a753955,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_350082,MTABC_349,normalProgress,,,,2025-08-07T18:13:05.332-04:00,2025-08-07T18:11:21.000-04:00,,1,2025-08-07,E 105 ST / AVENUE L,MTA_B1030158,MTABC_43213196-SCPC5-SC_C5-Weekday-03,,,,,,138.068374634,MTABC,LIMITED CANARSIE - WILLIAMS AVE via AVENUE H via AVENUE M,MTABC_SCPC5-SC_C5-Weekday-03_7895753,MTABC_B103,0,B103,MTA_350243,MTA_307840,-73.888084412,40.641647339,approaching,130,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.091,b543e498-7a02-4a17-848d-f21343cb9dda,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_550978,MTABC_341,normalProgress,2025-08-07T18:12:04.496-04:00,2025-08-07T18:12:04.496-04:00,,2025-08-07T18:11:00.326-04:00,2025-08-07T18:11:33.000-04:00,,1,2025-08-07,PARSONS BLVD/HILLSIDE AV,MTA_Q250241,MTABC_43120558-CPPC5-CP_C5-Weekday-03,,,,,,334.928100586,MTABC,JAMAICA LIRR,MTABC_CPPC5-CP_C5-Weekday-03_7883721,MTABC_Q25,1,Q25,MTA_982095,MTA_553292,-73.803894043,40.708889008,approaching,143,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.090,d771583f-c1ce-40f8-b5a1-67dddb84ddaa,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_553117,MTABC_345,normalProgress,2025-08-07T18:15:32.321-04:00,2025-08-07T18:15:32.321-04:00,,2025-08-07T18:15:05.317-04:00,2025-08-07T18:11:37.000-04:00,,1,2025-08-07,SANFORD AV/KISSENA BLVD,MTA_Q260065,MTABC_43121561-CPPC5-CP_C5-Weekday-03,,,,,,293.588867188,MTABC,FRESH MEADOWS,MTABC_CPPC5-CP_C5-Weekday-03_7883645,MTABC_Q26,1,Q26,MTA_502762,MTA_551784,-73.830047607,40.75933075,< 1 stop away,412,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.090,e9415bad-2c0a-4a73-853a-e2dea182b936,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_501355,MTABC_336,normalProgress,2025-08-07T18:11:49.695-04:00,2025-08-07T18:11:49.695-04:00,,2025-08-07T18:11:52.310-04:00,2025-08-07T18:11:18.000-04:00,,1,2025-08-07,KISSENA BLVD/58 AV,MTA_Q250253,MTABC_43120621-CPPC5-CP_C5-Weekday-03,,,,,,67.036224365,MTABC,COLLEGE POINT 5 AV,MTABC_CPPC5-CP_C5-Weekday-03_7883829,MTABC_Q25,0,Q25,MTA_982094,MTA_553139,-73.81477356,40.741508484,approaching,115,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.089,963ef244-3d1c-4f28-b19d-c8cf00e9a3c1,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_550050,MTABC_9090,normalProgress,2025-08-07T18:12:58.232-04:00,2025-08-07T18:12:58.232-04:00,,2025-08-07T17:59:08.302-04:00,2025-08-07T18:11:42.000-04:00,,1,2025-08-07,SUTPHIN BLVD/115 AV,MTA_Q060357,MTABC_43206423-JKPC5-JK_C5-Weekday-03-SDon,,,,,,307.22277832,MTABC,JFK AIRPORT N. BOUNDARY RD via SUTPHIN BL via ROCKAWAY BL,MTABC_JKPC5-JK_C5-Weekday-03-SDon_7894980,MTABC_Q06,1,Q6,MTA_982186,MTA_982426,-73.793678284,40.686027527,< 1 stop away,188,0,,true,80,24,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.088,a7c14da8-14eb-4e01-9fef-a842d35be9bd,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_982131,MTABC_9094,noProgress,2025-08-07T18:11:46.905-04:00,2025-08-07T18:11:46.905-04:00,2025-08-07T18:30:00.000-04:00,2025-08-07T17:44:00.293-04:00,2025-08-07T18:11:31.000-04:00,,1,2025-08-07,NEWPORT AV/BEACH 116 ST,MTA_Q350125,MTABC_43216019-FRPC5-FR_C5-Weekday-03-SDon,,,,,,18.366167068,MTABC,ROCKAWAY PARK B.116 ST,MTABC_FRPC5-FR_C5-Weekday-03-SDon_7896062,MTABC_Q35,0,Q35,MTA_982131,MTA_350260,-73.838783264,40.581291199,at stop,20,0,layover,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.088,7f11cc05-7425-4ca1-be43-b8817bfa58ec,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_551482,MTABC_9052,noProgress,2025-08-07T18:12:02.699-04:00,2025-08-07T18:12:02.699-04:00,2025-08-07T18:25:00.000-04:00,2025-08-07T18:06:00.273-04:00,2025-08-07T18:11:27.538-04:00,,1,2025-08-07,164 AV/92 ST,MTA_Q410388,MTABC_43215601-FRPC5-FR_C5-Weekday-03-SDon,,,,,,189.265045166,MTABC,HOWARD BEACH 164 AV via 109 AV via CROSS BAY BL via LINDENWOOD,MTABC_FRPC5-FR_C5-Weekday-03-SDon_7896087,MTABC_Q41,1,Q41,MTA_551482,MTA_982426,-73.838241577,40.650772095,approaching,37,0,layover,true,80,1,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.088,07bb21b0-a49c-4370-8791-ba6cb3793a56,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_553029,MTABC_9059,normalProgress,,,,2025-08-07T18:00:14.254-04:00,2025-08-07T18:11:17.804-04:00,,1,2025-08-07,ROCKAWAY BEACH BLVD/BEACH 102 ST,MTA_Q220860,MTABC_43216113-FRPC5-FR_C5-Weekday-03-SDon,,,,,,115.153114319,MTABC,ROXBURY B. 169 ST via BCH CHANNEL DR via ROCKWAY BCH BL,MTABC_FRPC5-FR_C5-Weekday-03-SDon_7896013,MTABC_Q22,1,Q22,MTA_982151,MTA_550846,-73.823051453,40.583957672,approaching,46,0,,true,80,16,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.087,189a7759-ce15-4bb3-8fae-74a441b1da73,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_551662,MTABC_9065,normalProgress,,,,2025-08-07T18:07:38.236-04:00,2025-08-07T18:11:28.264-04:00,,1,2025-08-07,QUEENS BLVD/75 AV,MTA_Q600281,MTABC_43208034-JKPC5-JK_C5-Weekday-03-SDon,MTABC_lmm:planned_work:26464,,,,,152.620376587,MTABC,EAST MIDTOWN 2 AV via QUEENS BL,MTABC_JKPC5-JK_C5-Weekday-03-SDon_7895096,MTABC_Q60,1,Q60,MTA_981016,MTA_550031,-73.836975098,40.718582153,approaching,85,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.087,e1fbf750-d0a8-41f4-9335-0e99e8a7bd8b,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_551648,MTABC_9071,normalProgress,2025-08-07T18:13:28.718-04:00,2025-08-07T18:13:28.718-04:00,,2025-08-07T17:57:13.226-04:00,2025-08-07T18:11:27.611-04:00,,1,2025-08-07,QUEENS BLVD/65 RD,MTA_Q600283,MTABC_43207890-JKPC5-JK_C5-Weekday-03-SDon,MTABC_lmm:planned_work:26464,,,,,339.223419189,MTABC,JAMAICA ARCHER AV via QUEENS BL,MTABC_JKPC5-JK_C5-Weekday-03-SDon_7895126,MTABC_Q60,0,Q60,MTA_550038,MTA_450338,-73.860733032,40.729347229,< 1 stop away,253,0,,true,80,41,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.086,1501d6a3-920c-45de-952d-d4183b646ce4,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_553131,MTABC_9077,normalProgress,2025-08-07T18:11:46.905-04:00,2025-08-07T18:11:46.905-04:00,,2025-08-07T17:56:05.215-04:00,2025-08-07T18:11:35.124-04:00,,1,2025-08-07,JAMAICA AV /148 ST,MTA_Q090189,MTABC_43206797-JKPC5-JK_C5-Weekday-03-SDon,,,,,,2.499891281,MTABC,JAMAICA BUS TERMINAL via LINCOLN ST via 135 ST,MTABC_JKPC5-JK_C5-Weekday-03-SDon_7895116,MTABC_Q09,0,Q9,MTA_982425,MTA_550220,-73.806503296,40.701808929,at stop,6,0,,true,80,18,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.086,9534945c-d49b-4f43-b7bc-677666a9efdc,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_502145,MTABC_9079,normalProgress,2025-08-07T18:13:24.971-04:00,2025-08-07T18:13:24.971-04:00,,2025-08-07T18:12:40.207-04:00,2025-08-07T18:11:20.000-04:00,,1,2025-08-07,JAMAICA AV/150 ST,MTA_Q090190,MTABC_43206277-JKPC5-JK_C5-Weekday-03-SDon,,,,,,199.615203857,MTABC,S. OZONE PARK ROCKAWAY BL via VAN WYCK EXPWY via LINCOLN ST,MTABC_JKPC5-JK_C5-Weekday-03-SDon_7894984,MTABC_Q09,1,Q9,MTA_982158,MTA_982426,-73.799880981,40.703540802,< 1 stop away,403,0,,true,80,5,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.085,5b988aa9-f9de-4725-b474-c2d01ead41dc,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_551206,MTABC_9081,normalProgress,2025-08-07T18:12:31.648-04:00,2025-08-07T18:12:31.648-04:00,,2025-08-07T18:17:05.198-04:00,2025-08-07T18:11:44.957-04:00,,1,2025-08-07,111 ST/107 AV,MTA_Q370223,MTABC_43206183-JKPC5-JK_C5-Weekday-03-SDon,,,,,,295.659576416,MTABC,SOUTH OZONE PARK 135 AV via 111 ST BYPASS AQUEDUCT,MTABC_JKPC5-JK_C5-Weekday-03-SDon_7894977,MTABC_Q37,1,Q37,MTA_982193,MTA_551231,-73.830505371,40.683517456,approaching,139,0,,true,80,17,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.085,ee4424fc-00ec-4d80-a653-6fd76be815d3,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_350237,MTABC_9083,normalProgress,2025-08-07T18:13:31.465-04:00,2025-08-07T18:13:31.465-04:00,,2025-08-07T18:05:02.188-04:00,2025-08-07T18:11:35.738-04:00,,1,2025-08-07,LOGAN ST /SUTTER AV,MTA_Q080326,MTABC_43206626-JKPC5-JK_C5-Weekday-03-SDon,,,,,,103.847976685,MTABC,JAMAICA BUS TERMINAL via 101 AV,MTABC_JKPC5-JK_C5-Weekday-03-SDon_7894951,MTABC_Q08,0,Q8,MTA_982425,MTA_308760,-73.874275208,40.671104431,< 1 stop away,246,0,,true,80,8,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.084,4dce3fc4-7984-412a-b037-29ef1e72f4fa,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_551206,MTABC_9088,normalProgress,,,,2025-08-07T17:59:05.180-04:00,2025-08-07T18:11:24.813-04:00,,1,2025-08-07,111 ST/107 AV,MTA_Q370220,MTABC_43207895-JKPC5-JK_C5-Weekday-03-SDon,,,,,,295.659576416,MTABC,SOUTH OZONE PARK 135 AV via 111 ST via AQUEDUCT,MTABC_JKPC5-JK_C5-Weekday-03-SDon_7895088,MTABC_Q37,1,Q37,MTA_982193,MTA_551231,-73.83026123,40.683010101,approaching,79,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.084,cbac6116-5f2e-4452-a02d-38f028ad4eae,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_552255,MTABC_9011,normalProgress,2025-08-07T18:12:54.100-04:00,2025-08-07T18:12:54.100-04:00,,2025-08-07T18:13:03.170-04:00,2025-08-07T18:11:34.276-04:00,,1,2025-08-07,JAMAICA AV/179 ST,MTA_Q1100190,MTABC_43116525-BPPC5-BP_C5-Weekday-03,,,,,,188.928604126,MTABC,JAMAICA PARSONS-HILLSIDE via JAMAICA AV,MTABC_BPPC5-BP_C5-Weekday-03_7882961,MTABC_Q110,1,Q110,MTA_982490,MTA_504493,-73.778915405,40.708816528,< 1 stop away,319,0,,true,80,10,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.084,f76b95d7-b3d6-4690-972a-b33e0bb128a8,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_550136,MTABC_9025,normalProgress,2025-08-07T18:12:40.216-04:00,2025-08-07T18:12:40.216-04:00,,2025-08-07T18:04:57.133-04:00,2025-08-07T18:11:42.071-04:00,,1,2025-08-07,ROCKAWAY BLVD/102 ST,MTA_Q070329,MTABC_43206395-JKPC5-JK_C5-Weekday-03-SDon,,,,,,165.363708496,MTABC,EAST NEW YORK EUCLID AV STA via ROCKAWAY BL,MTABC_JKPC5-JK_C5-Weekday-03-SDon_7895086,MTABC_Q07,1,Q7,MTA_982155,MTA_550103,-73.835548401,40.679271698,< 1 stop away,214,0,,true,80,17,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.083,a24e6d85-d196-4879-b94e-79c150edf0b4,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_553385,MTABC_9005,normalProgress,2025-08-07T18:13:23.300-04:00,2025-08-07T18:13:23.300-04:00,,2025-08-07T18:16:00.036-04:00,2025-08-07T18:11:41.684-04:00,,1,2025-08-07,LIBERTY AV/118 ST,MTA_Q1120117,MTABC_43116838-BPPC5-BP_C5-Weekday-03,,,,,,200.113555908,MTABC,EAST NEW YORK,MTABC_BPPC5-BP_C5-Weekday-03_7882861,MTABC_Q112,1,Q112,MTA_982155,MTA_552364,-73.822799683,40.68680191,< 1 stop away,196,0,,true,80,19,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.083,2f2da395-b5dd-42e6-b458-ace52e3f1ace,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_551589,MTABC_7439,normalProgress,2025-08-07T18:13:04.538-04:00,2025-08-07T18:13:04.538-04:00,,2025-08-07T18:06:11.030-04:00,2025-08-07T18:11:16.000-04:00,,1,2025-08-07,77 ST/30 AV,MTA_Q470309,MTABC_43128045-LGPC5-LG_C5-Weekday-03,,,,,,6.118248463,MTABC,MARINE AIR TERMINAL A,MTABC_LGPC5-LG_C5-Weekday-03_7884558,MTABC_Q47,0,Q47,MTA_982170,MTA_553201,-73.891311646,40.758705139,< 1 stop away,289,0,,true,80,3,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.082,0d3b5c64-90dd-491c-9ee4-95a30c291036,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_700151,MTABC_7442,normalProgress,2025-08-07T18:12:04.828-04:00,2025-08-07T18:12:04.828-04:00,,2025-08-07T18:05:00.022-04:00,2025-08-07T18:11:29.000-04:00,,1,2025-08-07,108 ST/ROOSEVELT AV,MTA_Q230215,MTABC_43130305-LGPC5-LG_C5-Weekday-03,MTABC_lmm:planned_work:25709,,,,,116.66897583,MTABC,EAST ELMHURST DITMARS BL via 108 ST,MTABC_LGPC5-LG_C5-Weekday-03_7884683,MTABC_Q23,0,Q23,MTA_504485,MTA_553383,-73.85861969,40.750484467,approaching,57,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.082,a1b06759-c8dd-40f8-aee0-60613312744f,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_552989,MTABC_7459,normalProgress,2025-08-07T18:12:10.128-04:00,2025-08-07T18:12:10.128-04:00,,2025-08-07T18:01:46.961-04:00,2025-08-07T18:11:34.000-04:00,,1,2025-08-07,8 ST/27 AV,MTA_Q190124,MTABC_43129692-LGPC5-LG_C5-Weekday-03,,,,,,59.4871521,MTABC,ASTORIA 2 ST via ASTORIA BL,MTABC_LGPC5-LG_C5-Weekday-03_7884666,MTABC_Q19,1,Q19,MTA_553049,MTA_503845,-73.932357788,40.773288727,approaching,104,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.081,1ef7a295-ce63-4f62-b2f6-6a3488cad703,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_552028,MTABC_7466,normalProgress,,,,2025-08-07T18:12:54.937-04:00,2025-08-07T18:11:26.000-04:00,,1,2025-08-07,JACKSON AV/QUEENS BLVD,MTA_Q1010151,MTABC_43128818-LGPC5-LG_C5-Weekday-03,,,,,,19.830820084,MTABC,STEINWAY 19 AV via STEINWAY ST,,MTABC_Q101,0,Q101,MTA_552069,MTA_450445,-73.938240051,40.748615265,approaching,50,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.079,b7e4a83c-3e34-46bd-986e-26f45f3b9716,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_552953,MTABC_7467,normalProgress,2025-08-07T18:12:01.193-04:00,2025-08-07T18:12:01.193-04:00,,2025-08-07T18:07:41.928-04:00,2025-08-07T18:11:32.000-04:00,,1,2025-08-07,92 ST/31 AV,MTA_Q490140,MTABC_43128211-LGPC5-LG_C5-Weekday-03,,,,,,279.028259277,MTABC,JACKSON HEIGHTS 74 ST-ROOSVLT AV STA,,MTABC_Q49,1,Q49,MTA_982171,MTA_550641,-73.876914978,40.761188507,approaching,119,0,,true,80,29,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.027,1ab5daca-8055-4b60-b3cb-0ed9b007ffb7,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_350059,MTABC_492,normalProgress,2025-08-07T18:11:48.448-04:00,2025-08-07T18:11:48.448-04:00,,2025-08-07T18:12:23.919-04:00,2025-08-07T18:11:16.000-04:00,,1,2025-08-07,AVENUE T / E 58 ST,MTA_B1000113,MTABC_43212770-SCPC5-SC_C5-Weekday-03,,,,,,213.030303955,MTABC,MIDWOOD KINGS HWY STA,MTABC_SCPC5-SC_C5-Weekday-03_7895683,MTABC_B100,1,B100,MTA_983012,MTA_350184,-73.916107178,40.616832733,< 1 stop away,263,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.026,2b4a019b-62ff-40ab-b3ab-4e35477b056e,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
MTA_450409,MTABC_3066,normalProgress,2025-08-07T18:13:44.833-04:00,2025-08-07T18:13:44.833-04:00,,2025-08-07T18:15:00.912-04:00,2025-08-07T18:11:22.000-04:00,,1,2025-08-07,3 AV/E 120 ST,MTA_BXM70269,MTABC_43136806-ECPC5-EC_C5-Weekday-03,,,,,,53.604480743,MTABC,CO-OP CITY DREISER LOOP via BRUCKNER EXY,MTABC_ECPC5-EC_C5-Weekday-03_7885177,MTABC_BXM7,0,BxM7,MTA_984019,MTA_450078,-73.943023682,40.793830872,0.5 miles away,872,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.026,5a17c9d2-b257-4a5a-bbdc-4a76685c1c01,2025-08-07 22:46:28.668,MTA_REALTIME,PROCESSED
